"PROVIDER","NEW_PROV","STATUS17","SHORTNAME","PNAME","PCITY","PSTATE","PZIP","HSA","HSANAME","HRR","HRRNAME","FCOUNTY","FCNTYNAME","POSbeds","SYSNAME","AHAbeds","CATEGORY","TEACHSTATUS","HOSPTYPE","NCI_CENTER","EXCL_FLAG","ICU_FLAG"
"230133","230133","9.OK?","Otsego Memorial Hospital","MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL","GAYLORD","MI","49735",23035,"MI- GAYLORD",243,"MI- PETOSKEY","26137","MI-Otsego County",53,"Munson Healthcare",46,,,"4.Other acute care hosp",,"9.OK?",
"230141","230141","9.OK?","Mclaren Flint","MCLAREN FLINT","FLINT","MI","48532",23031,"MI- FLINT",235,"MI- FLINT","26049","MI-Genesee County",276,"McLaren Health Care Corporation",358,"Independent","Other Teaching","2.Other teaching hosp",,"9.OK?",
"230142","230142","9.OK?","Beaumont Hospital - Wayne","BEAUMONT HOSPITAL - WAYNE","WAYNE","MI","48184",23121,"MI- WAYNE",232,"MI- ANN ARBOR","26163","MI-Wayne County",140,"Beaumont Health",185,,,"4.Other acute care hosp",,"9.OK?",
"230144","230144","9.OK?","Forest Health Medical Center","FOREST HEALTH MEDICAL CENTER","YPSILANTI","MI","48198",23007,"MI- ANN ARBOR",232,"MI- ANN ARBOR","26161","MI-Washtenaw County",148,,24,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"230146","230146","9.OK?","Henry Ford Wyandotte Hospital","HENRY FORD WYANDOTTE HOSPITAL","WYANDOTTE","MI","48192",23124,"MI- WYANDOTTE",233,"MI- DEARBORN","26163","MI-Wayne County",251,"Henry Ford Health System",345,,,"4.Other acute care hosp",,"9.OK?",
"230151","230151","9.OK?","Beaumont Hospital -Farmington Hills","BEAUMONT HOSPITAL - FARMINGTON HILLS","FARMINGTON HILLS","MI","48336",23030,"MI- FARMINGTON HILLS",232,"MI- ANN ARBOR","26125","MI-Oakland County",260,"Beaumont Health",330,,,"4.Other acute care hosp",,"9.OK?",
"230156","230156","9.OK?","St. Joseph Mercy Hosp-Ann Arbor","ST JOSEPH MERCY HOSPITAL","ANN ARBOR","MI","48106",23007,"MI- ANN ARBOR",232,"MI- ANN ARBOR","26161","MI-Washtenaw County",441,"Trinity Health",483,,,"4.Other acute care hosp",,"9.OK?",
"230165","230165","9.OK?","St. John Hospital And Med Ctr","ASCENSION ST JOHN HOSPITAL","DETROIT","MI","48236",23042,"MI- GROSSE POINTE",234,"MI- DETROIT","26163","MI-Wayne County",522,"Ascension Healthcare",621,"Independent","Major Teaching","2.Other teaching hosp",,"9.OK?",
"230167","230167","9.OK?","Mclaren Greater Lansing","MCLAREN GREATER LANSING","LANSING","MI","48910",23062,"MI- LANSING",239,"MI- LANSING","26065","MI-Ingham County",317,"McLaren Health Care Corporation",321,,,"4.Other acute care hosp",,"9.OK?",
"230174","230174","9.OK?","North Ottawa Community Hospital","NORTH OTTAWA COMMUNITY HEALTH SYSTEM","GRAND HAVEN","MI","49417",23038,"MI- GRAND HAVEN",242,"MI- MUSKEGON","26139","MI-Ottawa County",81,,58,,,"4.Other acute care hosp",,"9.OK?",
"230176","230176","9.OK?","Beaumont Hospital - Trenton","BEAUMONT HOSPITAL - TRENTON","TRENTON","MI","48183",23117,"MI- TRENTON",233,"MI- DEARBORN","26163","MI-Wayne County",195,"Beaumont Health",173,,,"4.Other acute care hosp",,"9.OK?",
"230180","230180","9.OK?","Midmichigan Med Ctr-Clare","MIDMICHIGAN MEDICAL CENTER-CLARE","CLARE","MI","48617",23021,"MI- CLARE",239,"MI- LANSING","26035","MI-Clare County",64,"MidMichigan Health",49,,,"4.Other acute care hosp",,"9.OK?",
"230193","230193","9.OK?","Mclaren Lapeer Region","MCLAREN LAPEER REGION","LAPEER","MI","48446",23063,"MI- LAPEER",235,"MI- FLINT","26087","MI-Lapeer County",163,"McLaren Health Care Corporation",140,,,"4.Other acute care hosp",,"9.OK?",
"230195","230195","9.OK?","St. John Macomb-Oakland Hospital","ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS","WARREN","MI","48093",23119,"MI- WARREN",234,"MI- DETROIT","26099","MI-Macomb County",247,"Ascension Healthcare",535,,,"4.Other acute care hosp",,"9.OK?",
"230197","230197","9.OK?","Genesys Regional Medical Center","GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK","GRAND BLANC","MI","48439",23031,"MI- FLINT",235,"MI- FLINT","26049","MI-Genesee County",376,"Ascension Healthcare",415,,,"4.Other acute care hosp",,"9.OK?",
"230207","230207","9.OK?","Mclaren Oakland","MCLAREN OAKLAND","PONTIAC","MI","48342",23091,"MI- PONTIAC",244,"MI- PONTIAC","26125","MI-Oakland County",292,"McLaren Health Care Corporation",143,,,"4.Other acute care hosp",,"9.OK?",
"230208","230208","9.OK?","Sparrow Carson Hospital","SPARROW CARSON HOSPITAL","CARSON CITY","MI","48811",23015,"MI- CARSON CITY",239,"MI- LANSING","26117","MI-Montcalm County",71,"Sparrow Health System",48,,,"4.Other acute care hosp",,"9.OK?",
"230216","230216","9.OK?","Mclaren Port Huron","MCLAREN PORT HURON","PORT HURON","MI","48060",23092,"MI- PORT HURON",234,"MI- DETROIT","26147","MI-St. Clair County",140,"McLaren Health Care Corporation",186,,,"4.Other acute care hosp",,"9.OK?",
"230217","230217","9.OK?","Oaklawn Hospital","OAKLAWN HOSPITAL","MARSHALL","MI","49068",23073,"MI- MARSHALL",238,"MI- KALAMAZOO","26025","MI-Calhoun County",77,,78,,,"4.Other acute care hosp",,"9.OK?",
"230222","230222","9.OK?","Midmichigan Med Ctr-Midland","MIDMICHIGAN MEDICAL CENTER-MIDLAND","MIDLAND","MI","48670",23074,"MI- MIDLAND",246,"MI- SAGINAW","26111","MI-Midland County",196,"MidMichigan Health",304,,,"4.Other acute care hosp",,"9.OK?",
"230227","230227","9.OK?","Mclaren Macomb","MCLAREN MACOMB","MOUNT CLEMENS","MI","48043",23078,"MI- MOUNT CLEMENS",234,"MI- DETROIT","26099","MI-Macomb County",288,"McLaren Health Care Corporation",288,,,"4.Other acute care hosp",,"9.OK?",
"230230","230230","9.OK?","Sparrow Hospital-Lansing","EDWARD W SPARROW HOSPITAL","LANSING","MI","48912",23062,"MI- LANSING",239,"MI- LANSING","26065","MI-Ingham County",586,"Sparrow Health System",631,"Independent","Major Teaching","2.Other teaching hosp",,"9.OK?",
"230236","230236","9.OK?","Metro Health Hospital","METRO HEALTH HOSPITAL","WYOMING","MI","49519",23039,"MI- GRAND RAPIDS",236,"MI- GRAND RAPIDS","26081","MI-Kent County",202,,208,,,"4.Other acute care hosp",,"9.OK?",
"230239","230239","9.OK?","War Memorial Hospital","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","SAULT SAINTE MARIE","MI","49783",23101,"MI- SAULT STE MARIE",243,"MI- PETOSKEY","26033","MI-Chippewa County",62,,82,,,"4.Other acute care hosp",,"9.OK?",
"230241","230241","9.OK?","St. John River District Hospital","ASCENSION RIVER DISTRICT HOSPITAL","EAST CHINA","MI","48054",23106,"MI- ST CLAIR",234,"MI- DETROIT","26147","MI-St. Clair County",68,"Ascension Healthcare",68,,,"4.Other acute care hosp",,"9.OK?",
"230244","230244","9.OK?","Garden City Hospital","GARDEN CITY HOSPITAL","GARDEN CITY","MI","48135",23034,"MI- GARDEN CITY",233,"MI- DEARBORN","26163","MI-Wayne County",299,"Prime Healthcare Services",164,,,"4.Other acute care hosp",,"9.OK?",
"230254","230254","9.OK?","Crittenton Hospital Med Ctr","ASCENSION CRITTENTON HOSPITAL","ROCHESTER","MI","48307",23095,"MI- ROCHESTER",245,"MI- ROYAL OAK","26125","MI-Oakland County",253,"Ascension Healthcare",226,,,"4.Other acute care hosp",,"9.OK?",
"230259","230259","9.OK?","St. Joseph Mercy Chelsea","ST JOSEPH MERCY CHELSEA","CHELSEA","MI","48118",23020,"MI- CHELSEA",232,"MI- ANN ARBOR","26161","MI-Washtenaw County",75,"Trinity Health",96,,,"4.Other acute care hosp",,"9.OK?",
"230264","230264","9.OK?","Southeast Michigan Surgical Hosp","SOUTHEAST MICHIGAN SURGICAL HOSPITAL","WARREN","MI","48091",23119,"MI- WARREN",234,"MI- DETROIT","26099","MI-Macomb County",20,"National Surgical Healthcare",13,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"230269","230269","9.OK?","Beaumont Hospital - Troy","BEAUMONT HOSPITAL, TROY","TROY","MI","48085",23118,"MI- TROY",245,"MI- ROYAL OAK","26125","MI-Oakland County",229,"Beaumont Health",520,,,"4.Other acute care hosp",,"9.OK?",
"230270","230270","9.OK?","Beaumont Hospital - Taylor","BEAUMONT HOSPITAL - TAYLOR","TAYLOR","MI","48180",23113,"MI- TAYLOR",233,"MI- DEARBORN","26163","MI-Wayne County",35,"Beaumont Health",189,,,"4.Other acute care hosp",,"9.OK?",
"230273","230273","9.OK?","Dmc - Detroit Receiving Hospital","DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER","DETROIT","MI","48201",23026,"MI- DETROIT",234,"MI- DETROIT","26163","MI-Wayne County",246,"TENET Healthcare Corporation",187,,,"4.Other acute care hosp",,"9.OK?",
"230275","230275","9.OK?","Healthsource Saginaw, Inc.       Xx","HEALTHSOURCE SAGINAW","SAGINAW","MI","48603",23098,"MI- SAGINAW",246,"MI- SAGINAW","26145","MI-Saginaw County",199,,130,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"230277","230277","9.OK?","Dmc Huron Valley-Sinai Hospital","HURON VALLEY-SINAI HOSPITAL","COMMERCE TOWNSHIP","MI","48382",23075,"MI- MILFORD",244,"MI- PONTIAC","26125","MI-Oakland County",153,"TENET Healthcare Corporation",156,,,"4.Other acute care hosp",,"9.OK?",
"230279","230279","9.OK?","Brighton Center For Recovery     Xx","ASCENSION BRIGHTON CENTER FOR RECOVERY","BRIGHTON","MI","48116",23007,"MI- ANN ARBOR",232,"MI- ANN ARBOR","26093","MI-Livingston County",63,"Ascension Healthcare",99,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"230297","230297","9.OK?","Karmanos Cancer Center","KARMANOS CANCER CENTER","DETROIT","MI","48201",23026,"MI- DETROIT",234,"MI- DETROIT","26163","MI-Wayne County",123,,84,,,"4.Other acute care hosp","1.NCI-CCC","9.OK?",
"230301","230301","9.OK?","Oakland Regional Hospital","SURGEONS CHOICE MEDICAL CENTER","SOUTHFIELD","MI","48075",23105,"MI- SOUTHFIELD",245,"MI- ROYAL OAK","26125","MI-Oakland County",30,,71,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"230302","230302","9.OK?","Henry Ford West Bloomfield Hosp","HENRY FORD WEST BLOOMFIELD HOSPITAL","WEST BLOOMFIELD","MI","48322",23097,"MI- ROYAL OAK",245,"MI- ROYAL OAK","26125","MI-Oakland County",191,"Henry Ford Health System",212,,,"4.Other acute care hosp",,"9.OK?",
"230303","230303","9.OK?","West Shore Medical Center","MUNSON HEALTHCARE MANISTEE HOSPITAL","MANISTEE","MI","49660",23069,"MI- MANISTEE",249,"MI- TRAVERSE CITY","26101","MI-Manistee County",25,"Munson Healthcare",45,,,"4.Other acute care hosp",,"9.OK?",
"231300","231300","9.OK?","Paul Oliver Memorial Hospital","PAUL OLIVER MEMORIAL HOSPITAL","FRANKFORT","MI","49635",23032,"MI- FRANKFORT",249,"MI- TRAVERSE CITY","26019","MI-Benzie County",8,"Munson Healthcare",8,,,"3.Critical Access Hosp",,"8.Small N -keep?","noICUdays"
"231301","231301","9.OK?","Kalkaska Memorial Health Center","KALKASKA MEMORIAL HEALTH CENTER","KALKASKA","MI","49646",23116,"MI- TRAVERSE CITY",249,"MI- TRAVERSE CITY","26079","MI-Kalkaska County",8,"Munson Healthcare",8,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231303","231303","9.OK?","Schoolcraft Memorial Hospital","SCHOOLCRAFT MEMORIAL HOSPITAL","MANISTIQUE","MI","49854",23070,"MI- MANISTIQUE",240,"MI- MARQUETTE","26153","MI-Schoolcraft County",25,,12,,,"3.Critical Access Hosp",,"9.OK?",
"231304","231304","9.OK?","Helen Newberry Joy Hospital","HELEN NEWBERRY JOY HOSPITAL","NEWBERRY","MI","49868",23082,"MI- NEWBERRY",240,"MI- MARQUETTE","26095","MI-Luce County",25,,25,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231305","231305","9.OK?","St. Mary's Of Mi Standish Hosp","SAINT MARY'S STANDISH COMMUNITY HOSPITAL","STANDISH","MI","48658",23110,"MI- STANDISH",246,"MI- SAGINAW","26011","MI-Arenac County",25,"Ascension Healthcare",25,,,"3.Critical Access Hosp",,"9.OK?",
"231306","231306","9.OK?","Mackinac Straits Health System","MACKINAC STRAITS HOSPITAL AND HEALTH CENTER","SAINT IGNACE","MI","49781",23088,"MI- PETOSKEY",243,"MI- PETOSKEY","26097","MI-Mackinac County",15,,15,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231307","231307","9.OK?","Baraga County Memorial Hospital","BARAGA COUNTY MEMORIAL HOSPITAL","L' ANSE","MI","49946",23060,"MI- L'ANSE",240,"MI- MARQUETTE","26013","MI-Baraga County",24,,15,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231308","231308","9.OK?","Munising Memorial Hospital","MUNISING MEMORIAL HOSPITAL","MUNISING","MI","49862",23080,"MI- MUNISING",240,"MI- MARQUETTE","26003","MI-Alger County",25,,11,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231309","231309","9.OK?","Aspirus Ontonagon Hospital","ASPIRUS ONTONAGON HOSPITAL, INC","ONTONAGON","MI","49953",23085,"MI- ONTONAGON",240,"MI- MARQUETTE","26131","MI-Ontonagon County",25,"Aspirus, Inc.",18,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231310","231310","9.OK?","Scheurer Hospital","SCHEURER HOSPITAL","PIGEON","MI","48755",23089,"MI- PIGEON",246,"MI- SAGINAW","26063","MI-Huron County",25,,25,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231311","231311","9.OK?","Deckerville Community Hospital","DECKERVILLE COMMUNITY HOSPITAL","DECKERVILLE","MI","48427",23025,"MI- DECKERVILLE",246,"MI- SAGINAW","26151","MI-Sanilac County",15,,15,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231312","231312","9.OK?","Sheridan Community Hospital","SHERIDAN COMMUNITY HOSPITAL","SHERIDAN","MI","48884",23039,"MI- GRAND RAPIDS",236,"MI- GRAND RAPIDS","26117","MI-Montcalm County",25,,22,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231313","231313","9.OK?","Harbor Beach Community Hospital","HARBOR BEACH COMMUNITY HOSPITAL","HARBOR BEACH","MI","48441",23045,"MI- HARBOR BEACH",246,"MI- SAGINAW","26063","MI-Huron County",17,,15,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231314","231314","9.OK?","Mckenzie Health System","MCKENZIE HEALTH SYSTEM","SANDUSKY","MI","48471",23100,"MI- SANDUSKY",246,"MI- SAGINAW","26151","MI-Sanilac County",25,,25,,,"3.Critical Access Hosp",,"9.OK?",
"231315","231315","9.OK?","Borgess-Lee Memorial Hospital","ASCENSION BORGESS LEE HOSPITAL","DOWAGIAC","MI","49047",23027,"MI- DOWAGIAC",238,"MI- KALAMAZOO","26027","MI-Cass County",25,"Ascension Healthcare",25,,,"3.Critical Access Hosp",,"9.OK?",
"231316","231316","9.OK?","Hills & Dales General Hospital","HILLS & DALES GENERAL HOSPITAL","CASS CITY","MI","48726",23016,"MI- CASS CITY",246,"MI- SAGINAW","26157","MI-Tuscola County",25,,25,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231317","231317","9.OK?","Spectrum Hlth United Mem-Kelsey","SPECTRUM HEALTH KELSEY HOSPITAL","LAKEVIEW","MI","48850",23061,"MI- LAKEVIEW",236,"MI- GRAND RAPIDS","26117","MI-Montcalm County",25,,,,,"3.Critical Access Hosp",,"8.Small N -keep?","noICUdays"
"231318","231318","9.OK?","Aspirus Iron River Hosp & Clinics","ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC","IRON RIVER","MI","49935",23054,"MI- IRON RIVER",240,"MI- MARQUETTE","26071","MI-Iron County",25,"Aspirus, Inc.",12,,,"3.Critical Access Hosp",,"9.OK?",
"231319","231319","9.OK?","Aspirus Keweenaw Hospital","ASPIRUS KEWEENAW HOSPITAL","LAURIUM","MI","49913",23064,"MI- LAURIUM",240,"MI- MARQUETTE","26061","MI-Houghton County",25,"Aspirus, Inc.",25,,,"3.Critical Access Hosp",,"9.OK?",
"231320","231320","9.OK?","Mercy Health, Lakeshore Campus","MERCY HEALTH LAKESHORE CAMPUS","SHELBY","MI","49455",23081,"MI- MUSKEGON",242,"MI- MUSKEGON","26127","MI-Oceana County",24,"Trinity Health",24,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231321","231321","9.OK?","Up Health System-Bell","BELL HOSPITAL","ISHPEMING","MI","49849",23056,"MI- ISHPEMING",240,"MI- MARQUETTE","26103","MI-Marquette County",25,"LifePoint Health",25,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231322","231322","9.OK?","Munson Healthcare Charlevoix Hosp","MUNSON HEALTHCARE CHARLEVOIX HOSPITAL","CHARLEVOIX","MI","49720",23017,"MI- CHARLEVOIX",243,"MI- PETOSKEY","26029","MI-Charlevoix County",25,"Munson Healthcare",25,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231323","231323","9.OK?","Spectrum Hlth Reed City Hosp","SPECTRUM HEALTH REED CITY HOSPITAL","REED CITY","MI","49677",23094,"MI- REED CITY",236,"MI- GRAND RAPIDS","26133","MI-Osceola County",25,"Spectrum Health",22,,,"3.Critical Access Hosp",,"9.OK?",
"231324","231324","9.OK?","Eaton Rapids Medical Center","EATON RAPIDS MEDICAL CENTER","EATON RAPIDS","MI","48827",23062,"MI- LANSING",239,"MI- LANSING","26045","MI-Eaton County",25,,20,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231325","231325","9.OK?","Midmichigan Med Ctr-Gladwin","MIDMICHIGAN MEDICAL CENTER-GLADWIN","GLADWIN","MI","48624",23036,"MI- GLADWIN",246,"MI- SAGINAW","26051","MI-Gladwin County",25,"MidMichigan Health",25,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231326","231326","9.OK?","Sparrow Clinton Hospital","SPARROW CLINTON HOSPITAL","SAINT JOHNS","MI","48879",23108,"MI- ST JOHNS",239,"MI- LANSING","26037","MI-Clinton County",25,"Sparrow Health System",25,,,"3.Critical Access Hosp",,"9.OK?",
"231327","231327","9.OK?","Hayes Green Beach Memorial Hosp","HAYES GREEN BEACH MEMORIAL HOSPITAL","CHARLOTTE","MI","48813",23018,"MI- CHARLOTTE",239,"MI- LANSING","26045","MI-Eaton County",25,"QHR",25,,,"3.Critical Access Hosp",,"9.OK?",
"231328","231328","9.OK?","Allegan General Hospital","ALLEGAN GENERAL HOSPITAL","ALLEGAN","MI","49010",23004,"MI- ALLEGAN",238,"MI- KALAMAZOO","26005","MI-Allegan County",15,"QHR",25,,,"3.Critical Access Hosp",,"9.OK?",
"231329","231329","9.OK?","Caro Community Hospital","MCLAREN CARO REGION","CARO","MI","48723",23014,"MI- CARO",246,"MI- SAGINAW","26157","MI-Tuscola County",25,"McLaren Health Care Corporation",25,,,"3.Critical Access Hosp",,"9.OK?",
"231330","231330","9.OK?","Marlette Regional Hospital","MARLETTE REGIONAL HOSPITAL","MARLETTE","MI","48453",23071,"MI- MARLETTE",246,"MI- SAGINAW","26151","MI-Sanilac County",15,,74,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231331","231331","9.OK?","Sparrow Ionia Hospital","SPARROW IONIA HOSPITAL","IONIA","MI","48846",23052,"MI- IONIA",236,"MI- GRAND RAPIDS","26067","MI-Ionia County",25,"Sparrow Health System",22,,,"3.Critical Access Hosp",,"9.OK?",
"231332","231332","9.OK?","Bronson Lakeview Hospital","BRONSON LAKEVIEW HOSPITAL","PAW PAW","MI","49079",23087,"MI- PAW PAW",238,"MI- KALAMAZOO","26159","MI-Van Buren County",15,"Bronson Healthcare Group",35,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231333","231333","9.OK?","Aspirus Grand View","ASPIRUS IRONWOOD HOSPITAL","IRONWOOD","MI","49938",23055,"MI- IRONWOOD",250,"MN- DULUTH","26053","MI-Gogebic County",25,"Aspirus, Inc.",25,,,"3.Critical Access Hosp",,"9.OK?",
"231334","231334","9.OK?","Promedica Herrick Hospital","PROMEDICA HERRICK HOSPITAL","TECUMSEH","MI","49286",23114,"MI- TECUMSEH",232,"MI- ANN ARBOR","26091","MI-Lenawee County",5,"ProMedica Health System",25,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"231337","231337","9.OK?","Osf St. Francis Hospital","ST FRANCIS HOSPITAL","ESCANABA","MI","49829",23029,"MI- ESCANABA",240,"MI- MARQUETTE","26041","MI-Delta County",25,"OSF Healthcare",25,,,"3.Critical Access Hosp",,"9.OK?",
"231338","231338","9.OK?","Spectrum Health Gerber Memorial","SPECTRUM HEALTH GERBER MEMORIAL","FREMONT","MI","49412",23033,"MI- FREMONT",236,"MI- GRAND RAPIDS","26123","MI-Newaygo County",45,"Spectrum Health",25,,,"3.Critical Access Hosp",,"9.OK?",
"232012","232012","1.NonAcute","Select Specialty Hospital-Flint","SELECT SPECIALTY HOSPITAL-FLINT","FLINT","MI","48532",23031,"MI- FLINT",235,"MI- FLINT","26049","MI-Genesee County",36,"Select Medical Corporation",26,,,"5.Longterm/non-acute",,"1.NonAcute","noICUdays"
"232019","232019","1.NonAcute","Vibra Hospital Of Southeastern Mi","VIBRA OF SOUTHEASTERN MICHIGAN","LINCOLN PARK","MI","48146",23124,"MI- WYANDOTTE",233,"MI- DEARBORN","26163","MI-Wayne County",220,"Vibra Healthcare",220,,,"5.Longterm/non-acute",,"1.NonAcute",
"232020","232020","1.NonAcute","Mclaren Bay Special Care","MCLAREN BAY SPECIAL CARE","BAY CITY","MI","48706",23010,"MI- BAY CITY",246,"MI- SAGINAW","26017","MI-Bay County",31,"McLaren Health Care Corporation",10,,,"5.Longterm/non-acute",,"1.NonAcute","noICUdays"
"232021","232021","1.NonAcute","Great Lakes Specialty Hosp-Muskegon","SELECT SPECIALTY HOSPITAL - MUSKEGON","MUSKEGON","MI","49442",23081,"MI- MUSKEGON",242,"MI- MUSKEGON","26121","MI-Muskegon County",31,"Select Medical Corporation",31,,,"5.Longterm/non-acute",,"1.NonAcute",
"232023","232023","1.NonAcute","Select Specialty Hospital-Macomb Co","SELECT SPECIALTY HOSPITAL-MACOMB COUNTY","MOUNT CLEMENS","MI","48043",23078,"MI- MOUNT CLEMENS",234,"MI- DETROIT","26099","MI-Macomb County",36,"Select Medical Corporation",36,,,"5.Longterm/non-acute",,"1.NonAcute",
"232024","232024","1.NonAcute","Select Specialty Hospital-Ann Arbor","SELECT SPECIALTY HOSPITAL-ANN ARBOR","YPSILANTI","MI","48197",23007,"MI- ANN ARBOR",232,"MI- ANN ARBOR","26161","MI-Washtenaw County",36,"Select Medical Corporation",36,,,"5.Longterm/non-acute",,"1.NonAcute","noICUdays"
"232026","232026","1.NonAcute","Great Lakes Specialty Hosp-Grd Rap","SELECT SPECIALTY HOSPITAL - GRAND RAPIDS","GRAND RAPIDS","MI","49503",23039,"MI- GRAND RAPIDS",236,"MI- GRAND RAPIDS","26081","MI-Kent County",20,,,,,"5.Longterm/non-acute",,"1.NonAcute","noICUdays"
"232027","Closed","1.NonAcute","Kindred Hospital Detroit","KINDRED HOSPITAL DETROIT","DETROIT","MI","48234",23026,"MI- DETROIT",234,"MI- DETROIT","26163","MI-Wayne County",77,,,,,"5.Longterm/non-acute",,"1.NonAcute",
"232029","232029","1.NonAcute","Spectrum Health Special Care Hosp","SELECT SPECIALTY HOSPITAL - SPECTRUM HEALTH","GRAND RAPIDS","MI","49506",23039,"MI- GRAND RAPIDS",236,"MI- GRAND RAPIDS","26081","MI-Kent County",146,,,,,"5.Longterm/non-acute",,"1.NonAcute",
